code	english	code	malay
451893	Tatoeba: Where sentences are always sentences, except when they aren't.	972058	Tatoeba: dimana ayat-ayat sentiasa ayat, kecuali apabila ia tidak!
453481	One hour of thoughtlessness can cause years of tears.	1929762	Satu jam dalam keadaan tidak berfikir boleh menyebabkan tangisan bertahun-tahun.
455967	If the pain continues you have to go to the doctor.	1789070	Jika sakit berterusan, anda mesti pergi jumpa doktor.
456359	May I leave a message?	720014	Boleh saya meninggalkan mesej?
460042	He cried: "Help!"	1891658	Dia merayu: "Tolong!"
462520	Thank you, could I have a little more?	1838953	Terima kasih, boleh saya minta sedikit lagi?
462760	The lecture on the budget was very interesting.	961933	Syarahan tentang belanjawan itu sangat menarik.
465459	I travel often.	992037	Saya selalu melancong.
466168	I'll visit him tomorrow.	720020	Saya akan melawatnya pada esok hari.
471261	As far as I know, this is the only translation available.	751613	Sejauh yang saya tahu,hanya ini terjemahan yang tesedia.
479020	How much is a room?	972181	Berapa untuk satu bilik?
506442	Everyone loves him.	711821	Semua orang mencintai dia.
506442	Everyone loves him.	711822	Semua orang suka dia.
508772	I haven't seen her in three days.	1456833	Saya sudah tidak berjumpa dengan dia selama tiga hari.
530060	My friend sent me a letter in which he asked me if I'm well.	1403345	Kawan saya telah menghantar saya sepucuk surat yang mana dia bertanya kepada saya jika saya sihat.
532379	I can't forget, but I don't remember what.	1929797	Saya tidak boleh lupa, tetapi saya tidak ingat apa.
555266	She's in the bathroom.	720022	Dia di dalam bilik air.
561962	It's easy.	1230464	Ia sungguh mudah.
571632	He passed away yesterday.	720126	Dia meninggal dunia semalam.
593278	He's now studying.	751395	Dia sedang belajar sekarang.
628387	Please attend my birthday party.	720042	Sila menghadiri pesta ulang tahun saya.
632066	Please find a solution to the problem.	634210	Tolong carikan penyelesaian kepada masalah tersebut.
632368	Beijing is bigger than Rome.	634208	Beijing lebih besar daripada Rom.
632378	Chinese is much more difficult than other foreign languages.	634205	Bahasa Cina lebih susah dari bahasa asing lain.
632436	Would you please explain the rules to me?	634203	Boleh kamu terangkan peraturan-peraturan kepada saya?
632469	Please put this into the microwave oven.	634199	Tolong masukkan ini ke dalam ketuhar gelombang mikro.
632481	You've found a good man.	634194	Kamu telah jumpa seorang lelaki yang baik.
632483	She made a serious mistake.	634192	Dia telah membuat sebuah kesilapan serius.
632782	She left the company after 20 years.	634177	Dia meninggalkan syarikat setelah 20 tahun.
632817	On June 21st, 1974, José had breakfast with Liliana for the last time.	634176	Pada 21 Jun, 1974, José bersarapan pagi bersama Liliana buat kali pertama.
632876	See that this never happens again.	634174	Pastikan perkara ini tidak berlaku lagi.
633178	I go for a walk every day, except when it rains.	634170	Saya pergi berjalan setiap hari, kecuali apabila hujan.
633508	This wall is taller than that one.	634168	Dinding ini lebih tinggi dari dinding itu.
633589	I can't understand what you're saying.	634167	Saya tidak faham apa yang anda katakan.
633592	I'm going to go give my shoes to the cobbler.	634166	Saya akan pergi memberi kasut saya kepada tukang kasut.
633597	They planned their first vacation.	634165	Mereka telah merancang percutian pertama mereka.
633772	May I give you some advice?	634162	Boleh saya beri awak sedikit nasihat?
633861	This is the word I found in the dictionary.	634161	Inilah perkataan yang saya jumpa di dalam kamus
633925	We didn't talk yesterday.	634159	Kami tidak bercakap semalam
633939	That book is small.	634156	Buku itu kecil.
633980	The Esperanto alphabet consists of 28 letters: a, b, c, ĉ, d, e, f, g, ĝ, h, ĥ, i, j, ĵ, k, l, m, n, o, p, r, s, ŝ, t, u, ŭ, v, z.	634155	Sistem abjad bahasa Esperanto terdiri daripada 28 huruf: a, b, c, ĉ, d, e, f, g, ĝ, h, ĥ, i, j, ĵ, k, l, m, n, o, p, r, s, ŝ, t, u, ŭ, v, z.
634028	Do you speak Turkish?	634149	Adakah awak boleh bercakap bahasa Turki?
634087	Where's the bathroom?	634189	Di manakah bilik air?
635202	The youth in Malaysia really like Korean and Japanese celebrities.	635197	Belia di Malaysia amat menggemari selebriti-selebriti Korea dan Jepun.
635618	Dad is coming home tomorrow.	751603	Ayah akan pulang besok
667840	I am learning Basque.	1230946	Saya sedang belajar bahasa Basque.
676280	There must be an easier way to do this.	1267496	Pasti ada cara yang lebih mudah untuk melakukannya.
678009	Existence is a meaningless concept.	971826	Kewujudan adalah konsep yang tidak bermakna.
678806	He was hit by a car and died instantly.	678995	Dia dilanggar kereta dan terus mati
678840	Don't smoke too much.	678993	Jangan merokok banyak sangat
678840	Don't smoke too much.	678994	Jangan hisap rokok terlalu banyak
678848	Enough is enough!	678992	Cukup cukup lah!
680146	Atlanta, Georgia has one of the busiest airports in the world.	1825704	Atlanta, Georgia mempunyai salah satu daripada lapangan terbang tersibuk di dunia.
681719	You are not permitted to touch the art.	963437	Awak tidak dibenarkan untuk menyentuh lukisan itu.
682288	They saw us yesterday.	720068	Mereka terserempak kita semalam.
684693	How did I oversleep even though I went to bed early?!	974229	Macam mana saya kesiangan walaupun saya masuk tidur awal?!
685812	Of course I remember you! We used to be best friends when we went to elementary school!	961246	Sudah tentu saya mengingati awak, kita dulu pernah menjadi kawan baik ketika kita di sekolah rendah!
687628	Where is it?	3351796	Mana dia?
687924	You don't have to be a genius to know who said that.	972119	Anda tidak perlu menjadi seorang pintar untuk mengetahui siapa yang berkata itu.
690540	My family is from Malaysia.	635161	Keluarga saya dari Malaysia.
698966	Where is he?	3351796	Mana dia?
703107	I don't have much collaborative spirit.	972220	Saya tidak mempunyai banyak semangat kerjasama.
719916	How many letters does the Russian alphabet have?	720360	Ada berapa huruf di dalam abjad Bahasa Rusia?
720023	He's in the bathroom.	720022	Dia di dalam bilik air.
746406	I read the book last night.	1269572	saya telah baca buku itu malam tadi.
752181	In Esperanto there are only 16 grammar rules.	961195	Dalam bahasa Esperanto terhadap hanya 16 peraturan tatabahasa.
758922	What do you want to talk about?	971919	Tentang apa anda mahu berbual?
761916	Tatoeba: Because a language is more than the sum of its words.	2285984	kerana bahasa bukan hanya sekadar daripada himpunan perkataan
775442	Language can be used in different ways.	979806	Bahasa boleh digunakan dalam pelbagai cara.
789910	I am a Muslim.	789907	Saya orang Islam.
799919	Install Linux!	974187	Pasanglah Linux!
806887	I deny all those charges.	960836	Saya menafikan kesemua tuduhan-tuduhan itu.
812580	After rounding the Dragon's Tooth, the wind was on our side, and we were flying. It felt like we were running twice as fast.	1929751	Selepas mengelilingi Dragon's Tooth, angin telah menyebelahi kami, dan kami telah terbang. Ia terasa seperti kami memecut dua kali lagi laju.
823901	We took a wrong turn.	963234	Kita telah masuk ke simpang yang salah.
842960	Would you sleep with me?	974252	Anda mahu tidur dengan saya?
844252	Real men drink tea.	984741	Lelaki sebenar minum teh.
858872	Your question has no answer.	972111	Soalan anda tiada jawapan.
871566	Go straight, then take the second street to the left and turn immediately again to the right. That will be Karlova Street and then you should keep going straight across Charles Bridge to Mostecka Street and on to Malostranské Square.	974247	Jalan terus, kemudian ambil jalan kedua yang kekiri dan terus pusing lagi kekanan. Itu adalah Jalan Karlova dan kemudian, anda harus jalan terus merentasi Jambatan Charles ke Jalan Mostecka dan ke Malostranske Square.
891930	I want to die with Getter Jaani.	948605	Aku ingin mati dengan Getter Jaani.
898392	The criminal is nervous.	960853	Penjenayah itu rasa tegang
911160	The doctor advised me to lose weight.	1267495	Doktor menasihatkan saya supaya mengurangkan berat badan.
918989	Magdalena and Ania are good friends.	928274	Magdalena dan Ania adalah kawan baik.
918991	Ania is interested in computers.	928276	Ania berminat terhadap komputer.
918998	Both Piotr and Lech are from Poland.	961845	Kedua-dua Piotr dan Lech adalah dari Poland.
924594	The sixth Prime Minister of Malaysia is Dato' Seri Najib Abdul Razak.	635188	Perdana Menteri Malaysia yang keenam ialah Dato' Sri Najib Abdul Razak.
924601	Kelantan is one of the states in West Malaysia.	635191	Kelantan adalah sebuah negeri di Semenanjung Malaysia.
924626	There is nothing more important than friendship.	342059	Tiada apa-apa lebih penting lagi daripada persahabatan.
927301	North Korea has been treated as a pariah state for most of its existence.	971958	Korea Utara telah dianggap sebagai negri paria bagi kebanyakan kewujudannya.
928238	The "One Piece" manga is very popular in Malaysia.	928237	Manga "One Piece" amat popular di Malaysia.
953850	I'm so excited.	974160	Saya begitu teruja!
957262	This watch needs to be fixed.	961024	Jam tangan ini perlu dipasang.
958778	That's simple.	972106	Iaitu mudah.
958780	Everyone who knows him respects him.	972103	Semua orang yang mengenalinya menghormatinya.
958784	I'm drunk.	972099	Saya mabuk.
958818	When I got back, I found my car missing.	972082	Apabila saya pulang, saya mendapati bahawa kereta saya hilang!
958824	What should we cook?	972072	Apa kita perlu masak?
958897	Do you have a Japanese journal?	972028	Anda ada jurnal Jepun?
958923	I usually prefer to pay with credit card and not with cash.	972021	Selalunya, saya lebih suka membayar dengan kad kredit dan bukan dengan wang tunai.
958959	How are you going to solve this problem?	972009	Bagaimanakah anda mahu mengatasi masalah itu?
958965	Tom knows how to operate practically any mode of transportation.	972193	Tom tahu bagaimana untuk menjalankan hampir sebarang cara pengangkutan.
958973	You need to follow me.	971998	Kamu mesti mengikut saya.
960509	Tom has been on death row for three years.	961014	Tom telah berada dalam penjara maut selama tiga tahun.
960700	Just because you didn't know about it doesn't mean it is a lie.	960710	Hanya kerana awak tidak mengetahui tentangnya tidak bermakna ia adalah suatu penipuan.
960741	The policeman fined him.	960897	Seorang polis mendendanya.
960765	Forty euros for a scarf? You don't have anything cheaper?	960790	40 euro untuk skarf? Anda tidak ada sebarang yang lebih murah?
960805	These prices are outrageous!	960814	Harga ini sangat melampau-lampau.
960876	At what time do you exit from the office?	960889	Pada pukul berapa anda keluar dari pejabat?
961696	I sent this letter to grandfather.	971822	Saya mengirim surat ini kepada datuk.
961923	Does Jenny want to go home?	971950	Adaka Jenny mahu pulang ke rumah?
961938	Does John want to see a Korean movie?	971946	Adakah John mahu menonton sebuah filem Korea?
963325	God doesn't play dice with the universe.	971941	Tuhan tidak bermain dadu dengan alam semesta.
963451	He had a son named Qian.	963453	Dia mempunyai seorang anak lelaki bernama Qian.
963677	Suni is playing.	971935	Suni sedang bermain.
964978	Swahili is written using the Roman writing system.	972117	Bahasa Swahili ditulis dengan abjad Rumi.
965535	Professor Brown explains things very well.	971933	Profesor Brown menerangkan perkara-perkara dengan baik.
965557	Ken leapt over the wall.	971924	Ken melompat atas tembok.
968302	Burn this letter after you finish reading it.	971824	Bakar surat ini selepas anda membacanya.
969140	I don't understand what the author is trying to say.	1230940	Saya tidak faham makna penulis itu.
970691	Do you read something besides the Bible?	971972	Adakah anda membaca sebarang selain dari Injil?
971515	I love music, particularly classical.	971907	Saya menikmati muzik, terutamanya muzik klasik.
971753	Afghanistan and Iran both changed their national anthems several times in the course of the 20th century.	971895	Afghanistan dan Iran sudah menukarkan lagu kebangsaan mereka beberapa kali semasa abad ke-20.
971760	That's the law.	971844	Itulah undang-undang.
971791	Nonsense.	972105	Karut.
971799	I made him carry the briefcase.	971804	Saya membuat dia angkat beg bimbit itu.
972090	Droplets are falling on my laptop computer.	972096	Titik-titik air sedang jatuh pada komputer riba saya.
972196	The train station will be closed from tomorrow.	972199	Stesen kereta api akan tutup mulai esok.
974180	I never said that!	974189	Saya tidak pernah mengatakan bergitu!
974183	He's standing in front of the door.	974186	Dia sedang berdiri di depan pintu itu.
974191	Do not cross the road when the green man is flashing.	974192	Jangan melintas jalan apabila lampu orang hijau sedang berkelip.
974203	She's not from here. She was born abroad.	974205	Dia bukan dari sini. Dia dilahirkan di luar negeri.
983937	Do you know her father?	983939	Awak kenal bapanya?
992015	I've been bitten by mosquitos all over my arm.	992021	Saya telah digigit nyamuk di seluruh tangan saya.
